City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
298,Hambantota,LK,2020-08-20 23:02:54,6.12,81.12,79.56,82,99,14.36
299,Nouadhibou,MR,2020-08-20 23:02:55,20.93,-17.03,71.6,83,0,8.05
300,Goure,NE,2020-08-20 23:02:55,13.98,10.27,82.0,70,100,1.99
301,Mookane,BW,2020-08-20 23:02:55,-23.69,26.66,50.02,88,0,7.11
302,San Ramon,US,2020-08-20 23:02:55,37.78,-121.98,93.2,15,1,14.99
303,Arecibo,PR,2020-08-20 23:02:55,18.47,-66.72,84.0,1,1,12.73
304,Huzhou,CN,2020-08-20 23:02:55,30.87,120.09,82.0,77,100,7.0
305,Jurado,CO,2020-08-20 23:02:55,7.11,-77.76,78.24,86,96,6.46
306,San Mateo Del Mar,MX,2020-08-20 23:02:55,16.2,-95.0,86.02,72,62,12.46
307,Riyadh,SA,2020-08-20 22:58:56,24.69,46.72,87.8,20,0,4.7
308,Constantine,DZ,2020-08-20 23:00:33,36.37,6.61,84.2,39,75,5.82
309,Tommot,RU,2020-08-20 23:02:55,58.96,126.29,52.99,76,0,0.98
310,Weligama,LK,2020-08-20 23:02:55,5.97,80.42,78.53,86,97,8.93
311,Havelock,US,2020-08-20 23:02:04,34.88,-76.9,80.6,78,40,8.05
312,Narasannapeta,IN,2020-08-20 23:02:56,18.42,84.05,77.43,91,100,12.84
313,Nsukka,NG,2020-08-20 23:02:56,6.86,7.39,78.8,88,20,10.29
314,Gorontalo,ID,2020-08-20 23:02:56,0.54,123.06,76.71,83,75,2.21
315,Karaidel,RU,2020-08-20 23:02:56,55.83,56.91,50.68,95,100,7.65
